employeenumber,age,gender,maritalstatus,education,department,jobrole,joblevel,monthlyincome,percentsalaryhike,jobsatisfaction,environmentsatisfaction,worklifebalance,tenure_years,yearsincurrentrole,yearssincelastpromotion,overtime,attrition_flag
785,47,Female,Single,2,Sales,Sales Executive,2,6397,12,3,2,3,5,4,1,Yes,1
786,34,Male,Single,3,Sales,Sales Executive,2,6274,22,4,4,3,6,5,1,No,0
787,55,Male,Married,3,Research & Development,Manager,5,19859,13,1,4,3,5,2,1,Yes,1
789,36,Male,Single,4,Sales,Sales Executive,3,7587,15,1,1,3,10,7,0,No,0
791,52,Male,Married,4,Research & Development,Research Scientist,1,4258,18,4,4,3,4,3,1,No,0
792,26,Female,Divorced,2,Research & Development,Laboratory Technician,1,4364,14,4,1,3,2,2,2,No,0
793,29,Female,Married,3,Research & Development,Healthcare Representative,2,4335,12,3,2,2,8,7,1,No,0
796,26,Male,Single,3,Sales,Sales Executive,2,5326,17,1,4,2,4,3,1,No,1
797,34,Female,Single,4,Research & Development,Research Scientist,1,3280,16,4,2,3,4,2,1,No,0
799,54,Female,Divorced,4,Research & Development,Manufacturing Director,2,5485,11,1,4,3,5,3,1,Yes,0
800,27,Male,Married,1,Sales,Sales Executive,2,4342,19,4,3,3,4,2,1,No,0
802,37,Female,Divorced,1,Research & Development,Research Scientist,1,2782,13,1,4,2,5,3,4,Yes,0
803,38,Female,Single,4,Research & Development,Manufacturing Director,2,5980,12,1,1,3,15,7,4,Yes,0
804,34,Female,Single,4,Research & Development,Research Scientist,1,4381,11,1,3,3,6,5,1,No,0
805,35,Female,Married,4,Sales,Sales Representative,1,2572,16,4,1,2,3,2,0,No,0
806,30,Male,Married,3,Research & Development,Laboratory Technician,1,3833,21,3,4,3,2,2,0,No,0
807,40,Female,Married,2,Research & Development,Healthcare Representative,2,4244,24,2,3,3,8,7,3,No,0
808,34,Female,Married,2,Sales,Sales Executive,2,6500,17,1,3,3,3,2,1,No,0
809,42,Male,Divorced,3,Research & Development,Manager,5,18430,13,4,2,2,24,7,14,No,0
811,23,Male,Married,3,Research & Development,Laboratory Technician,1,1601,21,1,3,3,0,0,0,Yes,1
812,24,Male,Divorced,3,Research & Development,Laboratory Technician,1,2694,11,2,3,3,1,0,0,No,0
813,52,Female,Married,4,Research & Development,Laboratory Technician,2,3149,20,3,4,3,5,2,1,No,0
815,50,Male,Married,3,Research & Development,Research Director,4,17639,16,3,3,3,4,3,0,No,0
816,29,Female,Married,2,Research & Development,Laboratory Technician,1,2319,11,1,2,3,1,0,0,Yes,1
817,33,Male,Married,3,Research & Development,Research Director,3,11691,11,3,3,4,13,9,3,No,0
819,33,Female,Single,3,Sales,Sales Executive,2,5324,15,1,1,3,3,2,0,No,1
820,47,Female,Married,2,Research & Development,Manager,4,16752,11,4,3,2,26,14,3,Yes,0
823,36,Female,Married,3,Research & Development,Manufacturing Director,2,5228,15,2,3,3,9,7,0,No,0
824,29,Male,Married,2,Research & Development,Research Scientist,1,2700,24,3,3,3,10,7,0,No,0
825,58,Male,Single,4,Research & Development,Research Director,5,19246,12,2,4,3,31,15,13,Yes,1
826,35,Female,Single,4,Research & Development,Research Scientist,1,2506,13,3,4,3,2,2,2,No,0
827,42,Female,Married,2,Research & Development,Manufacturing Director,2,6062,13,4,4,3,4,3,0,Yes,0
828,28,Male,Single,4,Research & Development,Research Scientist,1,4382,17,3,3,2,2,2,2,No,1
829,36,Male,Married,3,Human Resources,Human Resources,1,2143,13,2,3,3,5,2,0,No,0
830,32,Female,Married,3,Research & Development,Manufacturing Director,2,6162,12,3,3,3,14,13,6,No,0
832,40,Male,Single,4,Research & Development,Laboratory Technician,2,5094,14,3,1,3,1,0,0,No,0
833,30,Female,Single,3,Research & Development,Manufacturing Director,2,6877,24,4,3,2,0,0,0,Yes,0
834,45,Female,Single,3,Research & Development,Research Scientist,1,2274,14,3,2,3,1,0,0,No,0
836,42,Male,Married,3,Research & Development,Manufacturing Director,2,4434,13,2,2,2,9,8,7,No,0
837,38,Male,Divorced,3,Research & Development,Healthcare Representative,2,6288,15,1,1,2,4,3,1,No,0
838,34,Female,Single,4,Research & Development,Research Scientist,1,2553,16,4,3,3,5,2,1,No,0
840,49,Female,Married,3,Sales,Sales Executive,3,7654,18,4,3,4,9,8,7,No,1
842,55,Male,Single,1,Sales,Sales Executive,2,5160,16,4,3,2,9,7,7,No,1
843,43,Male,Married,2,Research & Development,Research Director,4,17159,24,1,2,3,4,1,1,No,0
844,27,Male,Divorced,1,Research & Development,Research Director,3,12808,16,4,3,3,9,8,0,Yes,0
845,35,Male,Single,3,Research & Development,Manufacturing Director,3,10221,21,3,3,4,8,5,1,No,0
846,28,Female,Married,4,Sales,Sales Executive,2,4779,20,2,2,3,8,7,7,Yes,0
847,34,Male,Married,2,Human Resources,Human Resources,1,3737,19,4,3,1,3,2,0,No,0
848,26,Female,Married,2,Research & Development,Research Scientist,1,2366,14,3,3,3,8,7,1,Yes,1
850,27,Male,Married,3,Research & Development,Research Scientist,1,1706,11,4,4,2,0,0,0,No,0
851,51,Female,Married,4,Sales,Manager,4,16307,14,3,1,2,20,6,4,No,0
852,44,Male,Single,3,Research & Development,Healthcare Representative,2,5933,12,2,4,2,5,2,2,No,0
854,25,Male,Single,1,Research & Development,Research Scientist,1,3424,13,1,1,2,4,3,0,No,0
855,33,Male,Divorced,3,Sales,Sales Executive,2,4037,22,1,1,3,9,8,0,No,0
856,35,Female,Single,1,Research & Development,Research Scientist,1,2559,11,1,3,2,6,5,1,No,0
857,36,Male,Married,2,Sales,Sales Executive,2,6201,14,4,2,2,18,14,4,Yes,0
859,32,Male,Divorced,4,Sales,Sales Executive,2,4403,11,4,2,2,5,2,0,No,0
861,30,Male,Divorced,4,Research & Development,Research Scientist,1,3761,12,4,2,2,5,4,0,No,0
862,53,Female,Married,2,Sales,Sales Executive,3,10934,18,4,1,3,5,2,0,Yes,0
864,45,Male,Divorced,3,Sales,Sales Executive,3,10761,12,1,4,3,5,4,0,Yes,0
865,32,Female,Married,2,Research & Development,Research Scientist,2,5175,12,3,3,2,5,3,1,No,0
867,52,Female,Married,4,Research & Development,Manufacturing Director,4,13826,22,4,3,3,9,8,0,No,0
868,37,Male,Divorced,4,Sales,Sales Executive,2,6334,19,3,4,3,1,0,0,No,0
869,28,Male,Divorced,2,Human Resources,Human Resources,1,4936,13,4,2,3,5,1,0,No,0
872,22,Male,Married,2,Research & Development,Manufacturing Director,2,4775,22,4,4,1,2,2,2,No,0
874,44,Male,Married,4,Research & Development,Laboratory Technician,1,2818,24,4,1,2,3,2,0,Yes,0
875,42,Male,Single,1,Research & Development,Research Scientist,1,2515,14,4,2,3,2,1,2,Yes,0
878,36,Male,Married,3,Human Resources,Human Resources,1,2342,21,1,1,3,5,4,0,No,0
879,25,Male,Married,1,Sales,Sales Executive,2,4194,18,1,3,3,5,3,0,Yes,0
880,35,Female,Married,3,Research & Development,Manufacturing Director,3,10685,20,3,4,3,17,14,5,Yes,0
881,35,Female,Divorced,4,Research & Development,Research Scientist,1,2022,19,2,4,2,10,2,7,Yes,1
882,32,Male,Divorced,3,Research & Development,Laboratory Technician,1,2314,12,4,4,3,3,0,0,No,0
885,25,Male,Married,1,Sales,Sales Executive,2,4256,12,1,3,4,5,2,0,No,0
887,49,Female,Married,3,Research & Development,Research Scientist,1,3580,16,1,3,3,4,2,0,No,0
888,24,Male,Married,1,Research & Development,Laboratory Technician,1,3162,17,4,1,2,5,2,3,No,0
889,32,Male,Married,2,Sales,Sales Executive,2,6524,14,2,2,3,10,8,5,No,0
893,38,Male,Married,3,Sales,Sales Representative,1,2899,19,2,2,3,2,2,1,No,0
894,42,Female,Married,3,Research & Development,Laboratory Technician,2,5231,13,4,3,2,5,3,1,Yes,0
895,31,Male,Married,4,Research & Development,Research Scientist,1,2356,19,4,4,3,6,4,0,Yes,0
896,29,Female,Divorced,3,Sales,Sales Representative,1,2800,19,3,2,3,3,2,0,Yes,1
897,53,Male,Married,3,Sales,Sales Executive,4,11836,14,4,1,3,2,0,2,No,0
899,35,Male,Married,3,Research & Development,Manufacturing Director,3,10903,16,2,4,3,13,10,4,No,0
900,37,Female,Married,2,Sales,Sales Representative,1,2973,15,4,3,3,5,4,0,No,0
901,53,Female,Single,4,Research & Development,Research Director,4,14275,18,4,4,3,12,9,3,No,0
902,43,Female,Married,3,Research & Development,Healthcare Representative,2,5562,13,4,4,2,5,2,2,No,0
903,47,Female,Married,2,Sales,Sales Executive,2,4537,22,4,3,3,7,6,7,Yes,0
904,37,Male,Single,2,Sales,Sales Executive,3,7642,13,2,1,3,10,0,0,Yes,0
905,50,Male,Divorced,4,Research & Development,Manager,4,17924,11,1,1,3,31,6,14,No,0
909,39,Female,Married,3,Human Resources,Human Resources,2,5204,11,4,4,3,5,4,0,No,0
910,33,Male,Divorced,2,Human Resources,Human Resources,1,2277,11,2,4,4,4,3,0,Yes,0
911,32,Male,Single,4,Research & Development,Laboratory Technician,1,2795,24,4,1,1,1,0,0,Yes,1
912,29,Female,Divorced,1,Research & Development,Laboratory Technician,1,2532,14,4,1,3,4,3,0,No,0
913,44,Male,Married,2,Research & Development,Research Scientist,1,2559,13,1,2,3,8,7,7,Yes,0
916,28,Male,Single,4,Sales,Sales Executive,2,4908,14,4,1,3,4,2,0,No,0
918,58,Male,Divorced,1,Research & Development,Laboratory Technician,1,2380,14,4,4,2,1,0,0,Yes,1
920,43,Female,Divorced,3,Research & Development,Manufacturing Director,2,4765,21,2,1,4,1,0,0,No,0
922,20,Female,Single,3,Sales,Sales Representative,1,2044,13,3,3,2,2,2,0,No,1
923,21,Female,Single,1,Research & Development,Research Scientist,1,2693,19,4,4,2,1,0,0,No,1
924,36,Male,Married,1,Research & Development,Healthcare Representative,2,6586,17,4,3,2,16,8,4,Yes,0
925,47,Female,Single,4,Sales,Sales Representative,1,3294,18,4,4,2,3,2,1,Yes,0
926,22,Female,Married,1,Research & Development,Manufacturing Director,2,4171,19,3,2,4,3,2,0,Yes,1
927,41,Female,Divorced,4,Research & Development,Laboratory Technician,1,2778,13,4,2,2,7,7,1,Yes,1
930,28,Female,Divorced,3,Research & Development,Research Scientist,1,2377,18,3,3,3,2,2,2,No,0
932,39,Male,Married,3,Research & Development,Laboratory Technician,1,2404,21,1,4,1,2,2,2,Yes,1
933,27,Female,Single,3,Research & Development,Research Scientist,1,2318,19,3,2,3,1,1,0,No,0
934,34,Male,Divorced,3,Research & Development,Laboratory Technician,1,2008,14,2,2,3,1,0,1,No,0
936,42,Female,Single,2,Sales,Sales Executive,2,6244,17,3,3,3,5,4,0,No,0
939,33,Male,Single,4,Research & Development,Research Scientist,1,2799,11,1,3,3,3,2,0,Yes,0
940,58,Female,Divorced,3,Research & Development,Healthcare Representative,3,10552,13,2,3,3,6,0,0,Yes,0
941,31,Male,Married,4,Sales,Sales Representative,1,2329,15,3,2,4,7,7,5,No,0
942,35,Female,Married,1,Research & Development,Healthcare Representative,2,4014,25,4,4,1,10,6,0,Yes,0
944,49,Female,Married,2,Research & Development,Laboratory Technician,3,7403,11,2,1,2,26,9,1,No,0
945,48,Male,Married,4,Research & Development,Research Scientist,1,2259,17,3,4,2,0,0,0,No,0
947,31,Female,Married,2,Sales,Sales Executive,2,6932,13,3,4,2,9,8,0,No,0
949,36,Male,Single,4,Research & Development,Research Scientist,1,4678,18,4,2,3,6,2,0,No,0
950,38,Female,Married,3,Research & Development,Research Director,3,13582,13,1,4,3,15,12,5,No,0
951,32,Female,Married,3,Research & Development,Laboratory Technician,1,2332,20,2,3,3,3,0,0,No,0
952,25,Male,Married,2,Sales,Sales Representative,1,2413,18,2,3,3,1,0,0,Yes,1
954,40,Male,Divorced,4,Sales,Sales Executive,3,9705,12,2,1,2,1,0,0,No,0
956,26,Male,Single,3,Sales,Sales Executive,2,4294,12,1,3,3,7,7,0,No,0
957,41,Male,Single,3,Research & Development,Laboratory Technician,1,4721,13,1,4,3,18,13,2,Yes,0
958,36,Male,Single,4,Research & Development,Laboratory Technician,1,2519,21,3,3,3,11,8,3,No,0
959,19,Male,Single,3,Sales,Sales Representative,1,2121,13,2,4,4,1,0,0,Yes,1
960,20,Male,Single,3,Research & Development,Laboratory Technician,1,2973,19,1,1,3,1,0,0,No,1
961,31,Female,Married,3,Research & Development,Healthcare Representative,2,5855,11,4,4,1,9,7,8,Yes,0
964,40,Male,Divorced,4,Research & Development,Research Scientist,1,3617,14,2,4,3,1,1,0,Yes,0
966,32,Female,Married,4,Research & Development,Manufacturing Director,2,6725,12,1,3,4,8,7,6,No,0
967,36,Male,Married,1,Sales,Sales Executive,3,10325,11,4,3,3,16,7,3,Yes,1
969,33,Female,Single,3,Research & Development,Healthcare Representative,2,6949,14,4,2,3,5,0,1,No,0
970,37,Male,Married,4,Sales,Sales Executive,3,10609,11,3,1,1,14,1,11,No,1
972,45,Male,Married,2,Research & Development,Laboratory Technician,2,4447,12,2,3,2,9,7,0,No,0
974,29,Female,Married,3,Sales,Sales Representative,1,2157,15,4,3,3,3,1,0,No,0
975,35,Female,Married,3,Sales,Sales Executive,2,4601,16,3,3,3,5,2,1,No,0
976,52,Male,Married,2,Research & Development,Manager,4,17099,15,4,4,2,9,8,7,No,0
977,58,Male,Single,3,Research & Development,Research Scientist,1,2479,24,3,4,3,1,0,0,No,1
981,53,Male,Divorced,2,Sales,Manager,4,14852,13,3,3,4,17,13,15,No,0
982,30,Male,Divorced,2,Sales,Sales Executive,3,7264,11,3,3,4,8,4,7,No,0
983,38,Female,Single,3,Sales,Sales Executive,2,5666,13,4,3,3,5,3,1,Yes,0
984,35,Male,Divorced,4,Sales,Sales Executive,3,7823,13,4,4,3,10,9,0,No,0
985,39,Male,Single,5,Sales,Sales Executive,3,7880,18,3,1,3,8,7,0,No,0
986,40,Female,Single,3,Sales,Sales Executive,4,13194,16,2,2,2,1,0,0,Yes,1
987,47,Male,Divorced,4,Research & Development,Manufacturing Director,2,5067,19,3,3,4,19,10,2,Yes,0
990,36,Male,Divorced,4,Sales,Sales Executive,2,5079,13,4,1,3,7,7,0,No,0
991,31,Male,Single,2,Research & Development,Research Scientist,1,2321,22,1,3,3,3,2,1,Yes,1
992,33,Male,Single,3,Sales,Manager,4,17444,11,3,4,3,10,8,6,No,0
994,29,Female,Single,3,Research & Development,Research Scientist,1,2404,20,1,4,3,0,0,0,Yes,1
995,33,Female,Single,1,Research & Development,Research Scientist,1,3452,18,4,2,3,3,2,0,No,0
996,45,Female,Divorced,4,Research & Development,Laboratory Technician,1,2270,14,4,4,3,5,3,0,No,0
997,50,Male,Divorced,2,Research & Development,Research Director,4,17399,22,4,4,2,5,4,1,No,0
998,33,Female,Married,4,Research & Development,Healthcare Representative,2,5488,13,2,3,3,6,5,1,Yes,0
999,41,Male,Divorced,3,Research & Development,Research Director,5,19419,17,3,1,4,18,16,0,No,0
1001,27,Female,Married,4,Research & Development,Laboratory Technician,1,2811,14,2,3,3,2,2,2,No,0
1002,45,Male,Married,2,Research & Development,Laboratory Technician,2,3633,15,1,4,3,9,8,0,Yes,0
1003,47,Female,Single,2,Sales,Sales Executive,2,4163,17,4,4,3,9,0,0,Yes,0
1004,30,Female,Married,3,Research & Development,Research Scientist,1,2132,11,3,1,3,5,2,0,Yes,1
1005,50,Male,Married,3,Research & Development,Manufacturing Director,4,13973,18,3,4,3,12,11,1,Yes,0
1006,38,Male,Married,1,Research & Development,Research Scientist,1,2684,17,3,3,2,2,1,0,No,0
1007,46,Male,Divorced,2,Research & Development,Manufacturing Director,3,10845,13,3,4,3,8,7,0,No,0
1009,24,Female,Divorced,1,Research & Development,Manufacturing Director,2,4377,15,3,4,3,4,2,3,No,0
1010,35,Male,Divorced,4,Research & Development,Laboratory Technician,1,3743,24,2,3,1,4,2,0,Yes,1
1011,31,Female,Married,1,Research & Development,Manufacturing Director,2,4148,12,1,3,3,4,3,0,No,0
1012,18,Male,Single,2,Research & Development,Research Scientist,1,1051,15,4,2,3,0,0,0,No,0
1013,54,Female,Married,3,Research & Development,Manufacturing Director,3,10739,11,3,3,3,10,7,0,No,0
1014,35,Female,Divorced,4,Research & Development,Healthcare Representative,3,10388,11,3,3,2,16,10,10,Yes,0
1015,30,Female,Married,2,Research & Development,Research Director,3,11416,12,1,2,2,8,7,1,Yes,0
1016,20,Female,Single,3,Research & Development,Research Scientist,1,2600,15,1,4,3,1,0,0,Yes,1
1017,30,Female,Single,3,Research & Development,Laboratory Technician,1,2422,17,2,2,3,3,2,1,No,1
1018,26,Male,Married,2,Research & Development,Manufacturing Director,2,5472,12,4,4,3,8,7,1,No,0
1019,22,Male,Married,1,Research & Development,Laboratory Technician,1,2451,15,1,2,2,4,3,1,No,0
1022,48,Male,Single,3,Research & Development,Healthcare Representative,2,4240,13,3,1,3,2,2,2,No,0
1024,48,Male,Single,4,Research & Development,Healthcare Representative,3,10999,14,3,3,3,15,11,4,No,0
1025,41,Female,Single,2,Research & Development,Manufacturing Director,2,5003,14,3,4,3,2,2,2,No,0
1026,39,Female,Married,1,Research & Development,Manufacturing Director,4,12742,16,4,4,3,21,6,11,No,0
1027,27,Female,Married,4,Research & Development,Manufacturing Director,2,4227,18,4,1,3,3,2,2,No,0
1028,35,Male,Divorced,3,Research & Development,Laboratory Technician,1,3917,20,4,2,2,3,2,1,No,0
1029,42,Male,Married,2,Sales,Manager,5,18303,13,3,4,4,1,0,0,No,0
1030,50,Male,Married,3,Research & Development,Laboratory Technician,1,2380,18,4,1,3,1,0,0,No,0
1032,59,Female,Single,3,Research & Development,Manufacturing Director,4,13726,13,4,3,3,5,3,4,Yes,0
1033,37,Female,Married,2,Research & Development,Healthcare Representative,2,4777,15,2,1,1,1,0,0,No,1
1034,55,Male,Married,4,Research & Development,Healthcare Representative,2,6385,14,2,3,3,8,7,6,Yes,0
1035,41,Female,Divorced,1,Research & Development,Research Director,5,19973,22,3,2,3,21,16,5,No,0
1036,38,Male,Single,4,Sales,Sales Executive,2,6861,12,4,2,3,1,0,0,Yes,0
1037,26,Male,Single,2,Sales,Sales Executive,2,4969,18,1,2,3,2,2,2,No,1
1038,52,Female,Married,1,Sales,Manager,5,19845,15,4,1,3,32,14,6,No,1
1039,44,Female,Married,3,Sales,Sales Executive,4,13320,18,4,4,3,12,11,11,Yes,0
1040,50,Female,Married,3,Sales,Sales Executive,2,6347,12,3,4,3,18,7,0,No,0
1042,36,Female,Single,4,Research & Development,Laboratory Technician,1,2743,16,1,3,3,17,13,15,No,1
1043,39,Female,Single,3,Research & Development,Manufacturing Director,3,10880,13,1,4,3,21,6,2,Yes,0
1044,33,Female,Single,1,Sales,Sales Representative,1,2342,19,4,2,2,2,2,2,No,0
1045,45,Female,Married,2,Sales,Manager,4,17650,13,4,4,4,9,3,1,No,0
1046,32,Female,Single,4,Research & Development,Laboratory Technician,1,4025,12,3,4,3,8,7,7,No,0
1047,34,Male,Divorced,4,Sales,Sales Executive,2,9725,11,4,2,2,15,1,0,No,0
1048,59,Male,Married,2,Sales,Manager,3,11904,14,4,2,1,6,4,0,Yes,0
1049,45,Male,Single,4,Human Resources,Human Resources,1,2177,16,2,2,3,6,3,0,No,0
1050,53,Female,Married,3,Sales,Sales Executive,3,7525,12,2,3,3,15,7,6,No,0
1052,36,Male,Divorced,3,Research & Development,Laboratory Technician,2,4834,14,3,1,2,1,0,0,No,1
1053,26,Male,Married,3,Research & Development,Research Scientist,1,2042,14,1,1,3,3,2,1,Yes,1
1055,34,Female,Married,4,Sales,Sales Representative,1,2220,19,3,3,3,1,1,0,Yes,0
1056,28,Male,Married,1,Sales,Sales Representative,1,1052,22,2,4,3,1,0,0,No,0
1060,38,Male,Married,4,Research & Development,Research Scientist,1,2821,16,3,3,3,2,2,2,No,0
1061,50,Male,Married,4,Research & Development,Research Director,5,19237,11,3,2,2,8,1,7,Yes,0
1062,37,Female,Single,3,Research & Development,Healthcare Representative,2,4107,15,2,4,2,4,3,0,No,0
1066,40,Male,Married,3,Sales,Sales Executive,2,8396,14,1,3,2,7,7,7,No,0
1068,26,Female,Divorced,1,Research & Development,Research Scientist,1,2007,13,3,1,3,5,3,1,No,0
1069,46,Male,Divorced,4,Research & Development,Research Director,5,19627,17,4,4,3,2,2,2,No,0
1070,54,Female,Married,4,Sales,Sales Executive,3,10686,11,3,3,3,9,4,7,No,0
1071,56,Female,Married,3,Research & Development,Research Scientist,1,2942,19,3,1,3,5,4,0,No,0
1073,36,Female,Single,5,Research & Development,Manufacturing Director,3,8858,11,4,4,2,14,8,7,No,0
1074,55,Male,Single,1,Research & Development,Manager,4,16756,15,1,3,4,9,7,6,No,0
1076,43,Male,Divorced,3,Sales,Sales Executive,3,10798,13,4,3,3,1,0,0,No,0
1077,20,Female,Single,3,Sales,Sales Representative,1,2323,14,4,4,3,2,2,0,Yes,1
1079,21,Female,Single,3,Research & Development,Laboratory Technician,1,1416,13,1,3,2,1,0,1,No,1
1080,46,Female,Divorced,4,Research & Development,Research Scientist,2,4615,23,1,4,3,16,13,1,Yes,0
1081,51,Male,Married,4,Research & Development,Research Scientist,1,2461,12,3,1,4,10,0,2,Yes,1
1082,28,Male,Single,2,Research & Development,Healthcare Representative,3,8722,12,1,2,2,10,7,1,No,1
1083,26,Male,Married,2,Research & Development,Laboratory Technician,1,3955,16,1,1,3,5,3,1,No,0
1084,30,Male,Married,3,Research & Development,Manufacturing Director,2,9957,15,1,3,2,6,2,0,No,0
1085,41,Female,Married,2,Research & Development,Research Scientist,1,3376,13,3,2,3,10,6,0,No,0
1088,38,Female,Married,1,Research & Development,Healthcare Representative,3,8823,18,3,3,2,19,9,1,No,0
1092,40,Male,Married,4,Research & Development,Healthcare Representative,3,10322,20,4,1,3,11,10,11,No,0
1094,27,Male,Married,5,Research & Development,Laboratory Technician,1,4621,19,3,1,3,3,2,1,No,0
1096,55,Male,Married,1,Research & Development,Manufacturing Director,3,10976,18,2,4,3,3,2,1,No,0
1097,28,Female,Single,3,Research & Development,Research Scientist,2,3660,13,3,3,4,8,7,1,No,0
1098,44,Male,Married,2,Human Resources,Human Resources,3,10482,14,1,2,3,20,6,3,No,1
1099,33,Male,Divorced,3,Research & Development,Healthcare Representative,3,7119,15,4,4,3,3,2,1,No,0
1100,35,Male,Single,3,Sales,Sales Executive,3,9582,22,1,4,3,8,7,4,Yes,1
1101,33,Female,Single,4,Research & Development,Research Scientist,2,4508,22,3,1,3,13,7,3,No,1
1102,28,Male,Divorced,2,Research & Development,Laboratory Technician,1,2207,16,3,1,2,4,2,2,No,0
1103,34,Male,Single,1,Research & Development,Healthcare Representative,2,7756,17,4,1,2,6,2,0,No,0
1105,37,Female,Divorced,4,Sales,Sales Executive,2,6694,14,4,4,3,1,0,0,Yes,0
1106,25,Male,Married,1,Research & Development,Laboratory Technician,1,3691,15,4,4,4,7,7,5,Yes,1
1107,26,Male,Divorced,3,Research & Development,Laboratory Technician,1,2377,20,3,1,2,1,1,0,No,1
1108,33,Male,Single,3,Research & Development,Research Scientist,1,2313,20,2,1,3,2,2,2,Yes,1
1109,42,Male,Married,2,Research & Development,Manager,4,17665,17,1,4,3,22,6,13,No,0
1111,28,Male,Divorced,3,Research & Development,Laboratory Technician,1,2596,15,2,1,3,1,0,0,No,1
1113,50,Male,Single,4,Sales,Sales Executive,2,4728,14,3,4,3,0,0,0,Yes,1
1114,33,Female,Married,3,Sales,Sales Executive,2,4302,17,2,4,3,3,2,0,No,0
1115,34,Male,Married,4,Research & Development,Research Scientist,1,2979,17,4,3,3,0,0,0,No,0
1116,48,Male,Single,4,Research & Development,Manager,4,16885,22,4,1,2,5,4,2,No,0
1117,45,Female,Married,4,Sales,Sales Executive,2,5593,13,3,2,3,15,10,4,No,0
1118,52,Male,Single,4,Research & Development,Healthcare Representative,3,10445,19,2,2,3,8,6,4,No,0
1119,38,Male,Divorced,4,Sales,Sales Executive,3,8740,14,3,3,3,8,7,2,Yes,0
1120,29,Female,Divorced,4,Research & Development,Research Scientist,1,2514,22,4,3,3,7,5,1,No,0
1121,28,Female,Divorced,3,Research & Development,Manufacturing Director,3,7655,17,2,4,2,9,7,1,No,0
1124,46,Male,Married,1,Sales,Manager,4,17465,12,3,1,3,12,9,4,No,0
1125,38,Male,Single,2,Sales,Sales Executive,3,7351,16,2,4,3,1,0,0,No,0
1126,43,Female,Married,3,Research & Development,Manufacturing Director,3,10820,11,1,3,3,8,7,0,No,0
1127,39,Male,Divorced,3,Research & Development,Healthcare Representative,4,12169,11,4,1,3,18,7,11,No,1
1128,40,Male,Single,3,Research & Development,Research Director,5,19626,14,3,3,4,20,7,4,No,0
1131,21,Female,Single,1,Research & Development,Research Scientist,1,2070,11,2,4,4,2,2,2,Yes,0
1132,39,Male,Single,3,Research & Development,Laboratory Technician,2,6782,15,2,3,2,5,4,0,No,0
1133,36,Male,Single,4,Research & Development,Manufacturing Director,2,7779,20,4,1,3,11,9,0,No,0
1135,31,Male,Married,3,Sales,Sales Representative,1,2791,12,4,3,3,2,2,2,No,0
1136,28,Male,Married,1,Research & Development,Research Scientist,1,3201,17,2,1,1,5,3,0,No,0
1137,35,Male,Divorced,2,Sales,Sales Executive,2,4968,11,4,4,3,5,2,0,No,0
1138,49,Male,Married,4,Sales,Sales Executive,4,13120,17,2,4,3,9,8,2,No,0
1140,34,Male,Single,2,Research & Development,Manufacturing Director,2,4033,11,3,4,2,3,2,0,No,0
1143,29,Female,Divorced,3,Research & Development,Research Scientist,1,3291,14,2,4,2,7,5,1,No,0
1148,42,Male,Single,3,Research & Development,Laboratory Technician,2,4272,19,4,2,3,1,0,0,No,0
1150,29,Male,Married,1,Research & Development,Manufacturing Director,2,5056,15,4,2,2,10,7,1,Yes,0
1152,38,Male,Married,3,Human Resources,Human Resources,1,2844,13,3,3,4,7,6,5,No,0
1154,28,Male,Divorced,3,Research & Development,Research Scientist,1,2703,14,3,3,3,3,1,0,Yes,0
1156,18,Male,Single,1,Research & Development,Laboratory Technician,1,1904,12,3,3,3,0,0,0,No,1
1157,33,Female,Single,4,Sales,Sales Executive,2,8224,17,1,1,3,5,2,0,Yes,1
1158,41,Male,Married,4,Research & Development,Laboratory Technician,1,4766,11,4,2,3,1,0,0,Yes,0
1160,31,Male,Married,3,Research & Development,Laboratory Technician,1,2610,12,3,3,2,2,2,2,No,1
1161,37,Female,Divorced,2,Research & Development,Healthcare Representative,2,5731,13,4,3,3,6,2,1,No,0
1162,27,Male,Married,3,Research & Development,Research Scientist,1,2539,13,3,4,3,4,2,2,No,0
1163,34,Female,Married,1,Sales,Sales Executive,2,5714,20,3,2,2,6,5,1,No,0
1164,35,Male,Single,4,Human Resources,Human Resources,1,4323,17,3,3,1,5,4,1,No,0
1165,29,Female,Married,1,Sales,Sales Executive,3,7336,13,1,4,1,11,8,3,No,1
1166,40,Female,Single,4,Research & Development,Research Director,3,13499,17,3,2,2,18,7,2,No,0
1167,42,Male,Single,3,Sales,Sales Executive,4,13758,12,1,3,2,21,9,13,Yes,1
1171,42,Male,Single,4,Sales,Sales Executive,2,5155,13,1,2,4,6,4,1,No,0
1172,35,Male,Married,4,Research & Development,Laboratory Technician,1,2258,12,3,4,3,8,0,1,No,0
1173,24,Male,Single,3,Research & Development,Laboratory Technician,1,3597,22,2,4,3,4,3,1,No,0
1175,28,Female,Married,1,Research & Development,Laboratory Technician,1,2515,11,4,3,2,1,1,0,Yes,1
1177,26,Male,Married,4,Research & Development,Laboratory Technician,1,4420,22,4,1,3,8,7,0,No,0
1179,30,Male,Married,3,Sales,Sales Executive,2,6578,18,3,3,3,10,3,1,No,0
1180,40,Female,Married,2,Research & Development,Research Scientist,2,4422,13,4,3,1,1,1,0,Yes,0
1182,35,Male,Divorced,3,Research & Development,Manufacturing Director,3,10274,18,2,3,4,7,7,6,No,0
